name,scores_overall,rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,year
"University of California, Santa Cruz",50.4–53.9,2100,31.5,432,31.2,363,96.7,60,42.1,645,65.6,373,"19,700",24.1,13%,48 : 52,2022
Copenhagen Business School,50.4–53.9,2110,24.1,772,33.4,317,86.2,199,42.4,632,94.5,52,"16,637",27.5,25%,48 : 52,2022
University of Dundee,50.4–53.9,2120,25.4,689,30.7,371,89.1,158,48.9,417,83.2,173,"13,015",18.2,24%,63 : 37,2022
Eindhoven University of Technology,50.4–53.9,2130,44.4,158,48.2,135,56.1,653,99.9,18,83.8,169,"11,326",24.6,22%,0,2022
Friedrich Schiller University Jena,50.4–53.9,2140,41.4,190,40.7,210,73.5,385,57.1,295,60.5,449,"16,964",25.3,15%,0,2022
George Washington University,50.4–53.9,2150,46.3,138,31.4,359,79.0,301,36.0,1236,57.9,490,"23,375",12.7,18%,61 : 39,2022
Griffith University,50.4–53.9,2160,27.5,584,35.3,285,80.4,277,50.6,383,82.8,176,"35,020",29.0,18%,58 : 42,2022
University of Konstanz,50.4–53.9,2170,40.5,204,46.1,153,59.4,601,74.8,159,69.7,324,"11,453",50.2,13%,55 : 45,2022
Korea University,50.4–53.9,2180,47.4,121,47.0,145,63.4,535,91.9,69,50.9,618,"22,799",13.4,23%,0,2022
KTH Royal Institute of Technology,50.4–53.9,2190,38.8,239,44.7,167,56.0,656,69.8,196,90.2,100,"13,422",16.7,21%,34 : 66,2022
La Trobe University,50.4–53.9,2200,27.6,577,34.0,305,86.3,196,46.7,478,89.8,109,"26,097",33.8,39%,60 : 40,2022
Université Libre de Bruxelles,50.4–53.9,2210,32.5,402,42.1,194,78.6,311,43.8,569,88.9,120,"25,743",44.8,31%,57 : 43,2022
University of Macau,50.4–53.9,2220,30.2,480,39.3,226,71.2,414,45.7,503,99.4,5,"9,874",15.1,38%,56 : 44,2022
University of Massachusetts,50.4–53.9,2230,36.5,291,29.4,400,90.2,143,52.6,346,64.4,389,"62,595",13.2,15%,49 : 51,2022
Medical University of Innsbruck,50.4–53.9,2240,31.0,451,28.6,422,88.4,168,91.4,72,87.2,138,"3,168",12.1,43%,54 : 46,2022
Medical University of Vienna,50.4–53.9,2250,34.6,340,26.9,473,92.7,111,61.9,248,79.8,210,"7,232",8.9,30%,54 : 46,2022
University of Miami,50.4–53.9,2260,45.2,150,32.1,342,75.9,350,47.5,450,59.5,466,"16,479",10.3,16%,53 : 47,2022
Moscow Institute of Physics and Technology (MIPT),50.4–53.9,2270,51.6,95,44.5,168,51.3,735,99.9,19,61.5,434,"5,920",11.6,18%,26 : 74,2022
University of Münster,50.4–53.9,2280,40.3,212,41.5,202,80.7,273,48.1,436,48.7,660,"28,539",25.5,7%,0,2022
University of Otago,50.4–53.9,2290,31.3,444,34.7,297,77.5,325,39.6,826,90.1,101,"18,690",20.5,21%,59 : 41,2022
University of Padua,50.4–53.9,2300,41.3,192,33.8,310,80.3,279,40.9,724,49.4,644,"48,651",21.9,8%,55 : 45,2022
Queen’s University Belfast,50.4–53.9,2310,29.3,509,36.3,272,80.3,280,41.3,702,97.2,17,"18,485",16.0,37%,57 : 43,2022
RCSI University of Medicine and Health Sciences,50.4–53.9,2320,29.2,512,35.3,287,84.0,232,52.6,348,94.9,46,"2,488",24.9,66%,0,2022
University of Reading,50.4–53.9,2330,35.9,303,36.7,267,78.8,305,40.4,763,92.6,79,"15,435",15.8,31%,57 : 43,2022
"St George’s, University of London",50.4–53.9,2340,21.8,943,29.0,412,99.1,23,39.8,802,77.4,239,"3,485",13.4,21%,62 : 38,2022
Sant’Anna School of Advanced Studies – Pisa,50.4–53.9,2350,46.4,136,40.6,212,70.5,423,89.2,83,57.8,492,706,10.3,21%,36 : 64,2022
University of São Paulo,50.4–53.9,2360,55.8,77,58.9,81,43.3,876,42.3,642,35.9,1001,"82,323",16.5,3%,47 : 53,2022
Simon Fraser University,50.4–53.9,2370,27.7,572,35.0,290,81.5,261,49.0,414,92.1,85,"27,015",27.9,31%,54 : 46,2022
University of South Florida,50.4–53.9,2380,30.2,484,35.9,278,85.8,205,91.2,73,55.1,542,"39,779",21.4,13%,0,2022
University of St Andrews,50.4–53.9,2390,45.2,151,43.8,172,60.2,592,37.7,1022,95.5,36,"9,500",12.2,47%,58 : 42,2022
University of Surrey,50.4–53.9,2400,31.5,436,34.7,298,75.0,362,43.0,611,94.6,51,"14,455",16.0,36%,54 : 46,2022
Taipei Medical University,50.4–53.9,2410,46.9,127,33.0,322,73.4,388,96.9,42,42.9,813,"6,140",9.9,10%,58 : 42,2022
Tel Aviv University,50.4–53.9,2420,40.6,201,51.7,115,68.4,455,43.1,606,56.4,520,"22,809",22.2,7%,56 : 44,2022
Tilburg University,50.4–53.9,2430,36.0,302,49.4,128,63.3,539,51.0,377,81.9,183,"9,944",24.8,18%,49 : 51,2022
Tohoku University,50.4–53.9,2440,56.6,72,58.7,83,37.8,981,97.2,41,49.5,641,"17,888",12.2,14%,28 : 72,2022
University of Twente,50.4–53.9,2450,37.9,262,46.8,147,57.0,636,86.9,93,93.8,64,"8,981",14.9,37%,37 : 63,2022
University College Dublin,50.4–53.9,2460,32.2,412,39.0,232,71.8,405,48.7,422,93.6,69,"23,066",23.0,31%,0,2022
Vita-Salute San Raffaele University,50.4–53.9,2470,37.6,267,22.5,598,98.6,32,36.0,1245,42.8,818,"3,114",10.6,4%,60 : 40,2022
University of Waterloo,50.4–53.9,2480,35.6,312,43.2,181,67.7,466,47.1,463,87.1,139,"33,613",23.8,22%,47 : 53,2022
Western University,50.4–53.9,2490,39.9,219,39.0,233,72.6,396,80.2,121,85.6,154,"28,301",28.5,22%,56 : 44,2022
Western Sydney University,50.4–53.9,2500,26.2,644,30.5,377,88.7,163,42.4,638,87.9,131,"35,766",37.8,23%,57 : 43,2022
University of Wollongong,50.4–53.9,2510,30.8,457,37.6,251,77.3,329,55.8,311,94.7,48,"18,222",30.2,30%,53 : 47,2022
Australian Catholic University,48.1–50.3,2520,19.5,1143,27.5,456,95.9,67,36.6,1134,80.2,203,"23,750",42.9,15%,75 : 25,2022
Beijing Normal University,48.1–50.3,2530,47.2,124,41.0,207,56.0,654,71.1,185,45.7,732,"23,424",14.5,12%,0,2022
Boston College,48.1–50.3,2540,47.5,120,34.6,299,64.4,513,35.1,1455,46.4,716,"12,958",15.1,12%,54 : 46,2022
Brandeis University,48.1–50.3,2550,28.2,547,21.7,625,99.0,25,35.6,1307,57.5,496,"5,425",12.2,28%,59 : 41,2022
University at Buffalo,48.1–50.3,2560,37.9,260,33.4,316,71.4,410,47.4,454,64.8,385,"27,114",17.9,16%,44 : 56,2022
"University of California, Riverside",48.1–50.3,2570,30.5,466,29.7,389,84.1,229,40.9,720,65.0,382,"23,155",17.7,14%,53 : 47,2022
Chalmers University of Technology,48.1–50.3,2580,31.8,426,42.8,184,63.3,537,65.5,220,77.5,237,"9,573",13.8,18%,31 : 69,2022
University of Colorado Denver/Anschutz Medical Campus,48.1–50.3,2590,35.1,328,19.4,709,94.8,80,42.0,650,31.0,1140,"17,224",3.9,8%,57 : 43,2022
Curtin University,48.1–50.3,2600,25.2,704,32.6,331,82.5,247,43.5,582,95.5,34,"30,221",20.7,32%,52 : 48,2022
Dalhousie University,48.1–50.3,2610,27.6,575,29.7,391,77.5,324,43.3,592,89.0,118,"16,077",13.8,28%,54 : 46,2022
Deakin University,48.1–50.3,2620,26.5,625,32.3,338,79.3,293,42.8,613,89.2,112,"42,675",33.6,28%,56 : 44,2022
University of Duisburg-Essen,48.1–50.3,2630,32.9,385,33.5,314,80.3,278,67.2,207,61.1,438,"41,728",45.0,19%,49 : 51,2022
Heinrich Heine University Düsseldorf,48.1–50.3,2640,34.9,334,32.0,348,78.6,310,43.7,575,59.6,463,"29,297",36.1,12%,58 : 42,2022
École des Ponts ParisTech,48.1–50.3,2650,31.9,422,22.2,611,87.4,181,59.6,267,83.8,168,"2,096",11.7,45%,32 : 68,2022
Flinders University,48.1–50.3,2660,25.5,684,31.0,366,83.3,240,40.7,738,89.9,105,"16,976",28.2,36%,65 : 35,2022
Florida State University,48.1–50.3,2670,39.0,234,38.0,246,70.1,431,40.8,728,47.3,693,"39,380",24.7,7%,57 : 43,2022
George Mason University,48.1–50.3,2680,32.0,417,28.5,425,84.9,222,36.0,1235,48.5,663,"31,652",18.2,11%,53 : 47,2022
University of Hawai’i at Mānoa,48.1–50.3,2690,36.5,290,39.9,221,67.1,470,39.1,856,66.9,357,"14,789",10.7,11%,58 : 42,2022
Howard University,48.1–50.3,2700,43.9,163,16.1,878,95.7,69,34.8,1605,35.4,1011,"8,453",8.0,8%,72 : 28,2022
University of Iowa,48.1–50.3,2710,40.6,200,29.6,395,77.6,323,48.6,423,47.4,691,"29,591",11.5,9%,53 : 47,2022
James Cook University,48.1–50.3,2720,25.4,690,29.9,384,88.6,164,45.5,509,78.7,223,"10,794",20.1,12%,64 : 36,2022
University of Kiel,48.1–50.3,2730,30.3,473,31.1,365,85.0,219,34.8,1614,57.7,493,"27,750",22.5,9%,53 : 47,2022
Kyung Hee University,48.1–50.3,2740,35.5,315,40.5,214,64.6,509,89.7,81,63.7,399,"20,599",17.5,25%,54 : 46,2022
Lappeenranta-Lahti University of Technology LUT,48.1–50.3,2750,27.8,566,31.3,362,84.1,230,54.9,318,61.2,436,"4,333",29.6,15%,31 : 69,2022
Université Laval,48.1–50.3,2760,38.9,238,34.8,294,67.7,464,66.4,210,71.0,306,"28,662",17.1,14%,58 : 42,2022
Linköping University,48.1–50.3,2770,24.8,728,38.4,241,77.9,320,60.7,260,69.0,336,"15,873",14.6,14%,52 : 48,2022
University of Luxembourg,48.1–50.3,2780,33.0,384,39.2,228,65.7,491,47.3,456,99.5,3,"4,890",19.1,52%,53 : 47,2022
Macau University of Science and Technology,48.1–50.3,2790,30.3,474,22.8,579,82.3,250,46.4,487,99.9,1,"11,113",25.7,88%,57 : 43,2022
University of Navarra,48.1–50.3,2800,28.7,533,29.3,401,85.1,217,65.9,216,71.7,294,"11,545",14.7,26%,54 : 46,2022
University of Newcastle,48.1–50.3,2810,27.1,597,33.2,320,78.9,303,61.4,252,85.6,153,"23,706",29.0,19%,56 : 44,2022
University of New Mexico (Main campus),48.1–50.3,2820,39.4,227,29.1,405,80.1,285,42.8,616,34.1,1051,"19,227",17.5,5%,56 : 44,2022
Oregon Health and Science University,48.1–50.3,2830,35.8,305,17.7,795,99.1,22,52.6,347,28.6,1212,"3,017",1.0,3%,67 : 33,2022
University of Oulu,48.1–50.3,2840,30.6,463,35.1,289,76.2,346,51.6,368,57.1,508,"9,756",25.1,6%,53 : 47,2022
University of Potsdam,48.1–50.3,2850,38.4,248,43.0,183,65.0,501,66.0,215,59.3,471,"14,844",41.1,14%,56 : 44,2022
Queen’s University,48.1–50.3,2860,40.0,215,38.0,247,60.2,591,79.1,130,71.1,305,"25,289",25.9,16%,59 : 41,2022
Ruhr University Bochum,48.1–50.3,2870,38.2,254,45.1,160,61.6,566,58.1,286,54.0,560,"38,893",50.4,15%,50 : 50,2022
Sejong University,48.1–50.3,2880,26.0,655,27.8,446,90.2,144,48.0,442,53.2,576,"12,063",20.1,12%,46 : 54,2022
Semmelweis University,48.1–50.3,2890,44.5,157,15.6,918,81.0,267,41.4,693,77.8,231,"9,887",9.2,33%,72 : 28,2022
University of Southern Denmark,48.1–50.3,2900,24.1,780,30.2,382,80.2,284,73.9,166,81.1,189,"18,822",10.5,16%,51 : 49,2022
Stellenbosch University,48.1–50.3,2910,30.3,476,35.7,279,78.7,308,79.5,126,54.3,555,"24,733",26.1,8%,56 : 44,2022
Sun Yat-sen University,48.1–50.3,2920,40.7,198,32.6,333,77.7,322,60.6,263,33.5,1066,"56,430",15.7,6%,50 : 50,2022
Swansea University,48.1–50.3,2930,22.2,911,26.8,477,93.8,99,39.0,870,83.0,175,"17,590",15.7,22%,46 : 54,2022
Tampere University,48.1–50.3,2940,27.1,598,34.2,302,84.4,227,59.6,269,52.5,591,"15,438",20.9,6%,53 : 47,2022
University of Tartu,48.1–50.3,2950,25.9,667,31.0,368,89.3,155,43.3,596,62.6,414,"9,087",12.2,12%,68 : 32,2022
University College Cork,48.1–50.3,2960,26.2,643,27.6,455,88.1,173,49.2,407,83.7,172,"17,397",20.3,20%,58 : 42,2022
University of Utah,48.1–50.3,2970,37.2,276,30.7,373,81.8,255,51.2,373,33.1,1077,"30,794",14.7,7%,48 : 52,2022
Virginia Polytechnic Institute and State University,48.1–50.3,2980,35.8,307,36.5,270,74.3,374,48.4,430,56.4,521,"34,950",18.3,14%,43 : 57,2022
Vrije Universiteit Brussel,48.1–50.3,2990,35.5,317,42.6,188,63.9,526,60.8,259,76.7,245,"13,301",32.4,23%,56 : 44,2022
University of the Witwatersrand,48.1–50.3,3000,30.9,454,43.8,174,66.2,486,100.0,13,73.4,275,"26,873",24.3,8%,55 : 45,2022
Aix-Marseille University,46.1–48.0,3010,39.8,220,24.2,535,74.4,371,39.7,803,60.9,440,"69,951",17.0,12%,59 : 41,2022
American University of Beirut,46.1–48.0,3020,26.9,605,16.3,862,89.2,156,49.7,400,77.5,236,"8,988",8.6,22%,51 : 49,2022
Anglia Ruskin University (ARU),46.1–48.0,3030,16.9,1434,15.6,912,99.7,14,35.1,1452,89.9,103,"18,885",24.1,39%,64 : 36,2022
Autonomous University of Madrid,46.1–48.0,3040,31.6,429,27.7,448,83.8,235,38.3,938,55.1,539,"29,813",13.4,15%,61 : 39,2022
University of Bordeaux,46.1–48.0,3050,33.1,378,25.3,511,79.1,298,39.0,864,60.1,454,"54,346",22.7,14%,59 : 41,2022
"University of California, Merced",46.1–48.0,3060,22.7,868,23.9,547,94.9,79,40.9,719,44.0,781,"8,459",21.4,10%,52 : 48,2022
University of Cape Coast,46.1–48.0,3070,17.3,1389,20.1,686,100.0,5,66.2,212,44.7,757,"24,628",33.4,0%,26 : 74,2022
Central South University,46.1–48.0,3080,34.8,338,41.6,200,65.6,492,96.0,46,25.0,1325,"54,903",19.9,3%,0,2022
"China Medical University, Taiwan",46.1–48.0,3090,24.3,763,32.9,324,80.8,272,95.7,50,44.1,775,"7,971",17.4,10%,55 : 45,2022
University of Delaware,46.1–48.0,3100,28.9,523,38.4,239,68.8,449,94.6,54,49.4,642,"21,916",16.6,10%,56 : 44,2022
East China Normal University,46.1–48.0,3110,39.8,221,37.2,259,59.0,612,57.2,294,62.8,410,"27,424",14.5,14%,65 : 35,2022
École Normale Supérieure de Lyon,46.1–48.0,3120,38.3,250,45.8,155,52.6,709,64.3,231,64.7,387,"2,272",8.6,11%,47 : 53,2022
University of Essex,46.1–48.0,3130,30.2,478,34.9,291,63.5,532,35.9,1256,96.3,25,"13,490",16.6,40%,53 : 47,2022
Goethe University Frankfurt,46.1–48.0,3140,31.9,424,33.3,319,73.7,381,43.5,583,61.0,439,"45,179",18.5,15%,57 : 43,2022
Hebrew University of Jerusalem,46.1–48.0,3150,43.4,169,42.8,186,51.8,723,42.6,621,59.6,464,"16,237",11.5,5%,58 : 42,2022
Hofstra University,46.1–48.0,3160,37.1,278,16.4,859,94.6,83,34.8,1604,30.2,1163,"9,844",13.3,8%,57 : 43,2022
HSE University,46.1–48.0,3170,34.9,336,45.0,161,61.1,578,64.8,227,45.0,752,"28,901",16.0,12%,0,2022
University of Illinois Chicago,46.1–48.0,3180,41.6,188,31.9,350,63.5,533,44.3,548,51.7,604,"28,089",11.5,19%,53 : 47,2022
Indian Institute of Science,46.1–48.0,3190,59.1,60,54.6,103,31.5,1087,88.1,87,24.1,1366,"4,199",9.3,1%,27 : 73,2022
Johannes Gutenberg University of Mainz,46.1–48.0,3200,35.5,314,26.4,482,78.2,316,56.3,305,58.6,480,"31,240",25.1,12%,59 : 41,2022
University of Malaya,46.1–48.0,3210,37.5,268,30.8,370,61.9,561,47.1,462,84.0,165,"17,390",8.9,18%,60 : 40,2022
University of Manitoba,46.1–48.0,3220,32.0,419,30.7,372,74.4,372,35.6,1319,55.9,528,"28,888",28.9,19%,53 : 47,2022
University of Milan,46.1–48.0,3230,32.7,399,29.7,393,82.6,246,39.8,797,43.5,798,"44,959",20.6,6%,59 : 41,2022
University of Milan-Bicocca,46.1–48.0,3240,27.5,585,24.2,539,91.8,118,39.2,852,45.4,744,"27,635",29.2,5%,60 : 40,2022
Montpellier University,46.1–48.0,3250,35.0,331,31.6,353,70.4,426,38.7,898,62.5,417,"39,909",19.9,15%,53 : 47,2022
Nankai University,46.1–48.0,3260,37.2,274,25.1,515,78.7,307,45.5,511,41.3,857,"30,456",12.3,9%,55 : 45,2022
National Yang Ming Chiao Tung University,46.1–48.0,3270,45.9,140,46.8,146,50.0,760,72.8,176,40.0,895,"16,870",12.2,11%,35 : 65,2022
North Carolina State University,46.1–48.0,3280,39.3,230,37.0,263,60.5,587,46.2,494,53.6,568,"30,917",16.0,14%,47 : 53,2022
Nova Southeastern University,46.1–48.0,3290,39.2,232,10.8,1324,96.5,63,34.8,1631,29.7,1178,"17,431",16.1,6%,70 : 30,2022
Osaka University,46.1–48.0,3300,51.9,93,52.1,113,33.9,1045,90.2,79,38.4,942,"22,451",7.8,11%,33 : 67,2022
Peter the Great St Petersburg Polytechnic University,46.1–48.0,3310,27.8,567,18.4,758,87.1,186,77.7,137,56.9,510,"16,550",9.6,32%,39 : 61,2022
Qatar University,46.1–48.0,3320,26.0,654,31.7,352,69.0,444,50.7,382,99.1,6,"8,899",8.8,36%,76 : 24,2022
Reykjavík University,46.1–48.0,3330,16.8,1456,21.8,624,100.0,11,36.7,1128,69.1,335,"2,574",22.3,8%,46 : 54,2022
RMIT University,46.1–48.0,3340,27.6,580,32.1,344,69.8,434,46.0,498,93.9,60,"32,743",23.3,34%,48 : 52,2022
University of Rome II – Tor Vergata,46.1–48.0,3350,38.2,253,27.4,461,68.5,453,48.4,428,62.1,423,"25,683",32.8,16%,55 : 45,2022
Rush University,46.1–48.0,3360,40.0,216,15.8,903,90.9,127,45.0,527,21.6,1461,"2,728",2.3,1%,74 : 26,2022
University of St Gallen,46.1–48.0,3370,28.8,530,20.5,677,78.4,312,49.1,410,95.6,33,"7,851",12.1,33%,36 : 64,2022
University of South Australia,46.1–48.0,3380,23.5,818,36.6,268,68.1,459,84.3,106,88.4,127,"22,377",32.2,22%,58 : 42,2022
University of Stirling,46.1–48.0,3390,23.9,796,25.8,501,80.9,271,35.5,1351,84.7,160,"9,750",16.5,26%,64 : 36,2022
Stony Brook University,46.1–48.0,3400,34.6,341,25.3,512,77.2,332,36.2,1196,70.2,316,"24,830",10.7,22%,52 : 48,2022
University of Stuttgart,46.1–48.0,3410,40.9,194,44.4,169,49.8,764,93.8,59,53.1,577,"16,344",28.5,19%,34 : 66,2022
Università della Svizzera italiana,46.1–48.0,3420,23.6,810,19.6,707,83.6,238,58.9,276,99.5,4,"3,097",11.6,67%,48 : 52,2022
Swedish University of Agricultural Sciences,46.1–48.0,3430,30.4,471,29.3,402,74.1,376,92.0,68,51.5,607,"3,906",4.4,7%,69 : 31,2022
Swinburne University of Technology,46.1–48.0,3440,24.8,732,29.3,403,76.7,341,42.2,644,81.8,184,"16,186",25.1,29%,36 : 64,2022
University of Tasmania,46.1–48.0,3450,27.6,581,32.3,340,70.3,429,47.0,466,91.3,93,"18,610",22.3,37%,59 : 41,2022
Technical University of Darmstadt,46.1–48.0,3460,43.7,166,45.0,162,46.8,816,88.4,86,58.5,483,"16,009",38.0,17%,33 : 67,2022
Temple University,46.1–48.0,3470,38.4,249,24.6,523,79.4,291,34.8,1655,38.9,931,"36,423",12.9,8%,54 : 46,2022
The University of Tennessee-Knoxville,46.1–48.0,3480,32.8,397,27.5,460,78.1,318,42.6,627,46.8,711,"26,721",16.6,4%,0,2022
Tokyo Institute of Technology,46.1–48.0,3490,49.7,106,56.2,96,33.2,1057,80.7,119,46.2,722,"9,835",9.6,15%,16 : 84,2022
Tongji University,46.1–48.0,3500,40.6,202,47.9,139,41.7,900,98.8,29,60.2,453,"30,525",10.9,17%,48 : 52,2022
University of Victoria,46.1–48.0,3510,22.8,866,33.5,315,73.7,382,45.2,523,88.6,124,"22,550",26.5,21%,56 : 44,2022
Wake Forest University,46.1–48.0,3520,39.1,233,18.9,737,85.6,206,45.4,513,33.7,1062,"8,054",4.1,10%,53 : 47,2022
William & Mary,46.1–48.0,3530,45.8,141,21.3,644,78.9,304,36.2,1200,36.9,986,"8,272",11.3,9%,56 : 44,2022
Babol Noshirvani University of Technology,44.1–46.0,3540,23.3,830,21.2,646,99.4,17,37.2,1057,20.7,1490,"5,745",27.0,0%,36 : 64,2022
University of Bayreuth,44.1–46.0,3550,35.8,304,37.2,257,55.7,659,57.3,292,60.6,445,"8,541",25.3,15%,47 : 53,2022
"Birkbeck, University of London",44.1–46.0,3560,30.5,465,32.6,330,64.1,518,35.1,1454,89.9,104,"8,405",19.5,39%,55 : 45,2022
Bournemouth University,44.1–46.0,3570,33.6,366,21.3,640,74.6,368,35.1,1456,82.1,178,"13,790",17.7,19%,54 : 46,2022
University of Bremen,44.1–46.0,3580,33.5,367,37.6,250,56.6,641,53.7,333,62.0,425,"13,816",22.9,16%,54 : 46,2022
University of Brescia,44.1–46.0,3590,24.6,739,18.1,769,93.9,94,39.6,816,44.7,756,"14,784",24.6,8%,46 : 54,2022
Universiti Brunei Darussalam,44.1–46.0,3600,24.0,783,18.7,744,83.9,233,36.9,1099,88.2,128,"3,786",10.8,17%,67 : 33,2022
Brunel University London,44.1–46.0,3610,26.1,645,26.0,494,69.0,442,36.3,1170,96.5,24,"12,515",17.8,38%,47 : 53,2022
Catholic University of Portugal,44.1–46.0,3620,19.0,1183,14.5,983,98.3,35,36.6,1135,62.0,426,"11,233",22.8,21%,59 : 41,2022
"City, University of London",44.1–46.0,3630,25.0,722,26.3,485,70.9,416,36.2,1185,95.2,40,"14,990",17.8,50%,57 : 43,2022
"Colorado State University, Fort Collins",44.1–46.0,3640,31.5,433,26.1,491,77.3,328,40.8,727,39.2,919,"26,464",16.2,6%,53 : 47,2022
Drexel University,44.1–46.0,3650,35.2,327,21.9,620,76.2,345,42.5,628,51.7,601,"19,984",11.4,16%,50 : 50,2022
University of Georgia,44.1–46.0,3660,42.2,183,42.4,190,53.2,696,38.2,952,47.0,703,"37,190",16.8,7%,57 : 43,2022
University of Greifswald,44.1–46.0,3670,31.4,440,27.6,453,74.7,365,42.3,639,48.7,657,"10,019",20.7,7%,57 : 43,2022
Université Grenoble Alpes,44.1–46.0,3680,37.4,269,31.9,349,58.0,624,38.7,896,68.7,339,"50,732",16.9,17%,50 : 50,2022
University of Hail,44.1–46.0,3690,18.1,1299,8.7,1567,100.0,7,40.9,721,82.0,181,"19,032",11.2,10%,63 : 37,2022
Hanyang University,44.1–46.0,3700,40.8,195,40.1,217,44.0,862,93.8,58,64.3,391,"20,009",15.0,21%,0,2022
Harokopio University,44.1–46.0,3710,18.4,1258,19.3,714,96.3,64,37.3,1047,45.2,749,"3,697",55.2,4%,53 : 47,2022
Hasselt University,44.1–46.0,3720,28.2,548,39.0,231,57.5,626,58.2,285,69.4,330,"5,528",30.4,13%,49 : 51,2022
Illinois Institute of Technology,44.1–46.0,3730,41.8,187,20.6,671,62.9,543,38.6,905,74.1,265,"5,851",10.6,42%,37 : 63,2022
IMT Atlantique,44.1–46.0,3740,37.2,271,34.3,301,54.3,680,95.8,48,77.2,241,"1,546",8.2,39%,24 : 76,2022
Indian Institute of Technology Ropar,44.1–46.0,3750,26.8,610,13.9,1026,99.7,15,37.7,1015,18.9,1559,"1,876",10.5,0%,18 : 82,2022
JSS Academy of Higher Education and Research,44.1–46.0,3760,33.3,374,9.0,1530,100.0,8,35.8,1277,32.4,1092,"7,518",9.4,8%,53 : 47,2022
University of Jyväskylä,44.1–46.0,3770,25.3,696,30.5,376,75.4,357,36.3,1174,51.5,606,"10,277",14.2,4%,61 : 39,2022
University of Kent,44.1–46.0,3780,27.8,565,30.6,374,64.5,512,35.4,1364,91.5,91,"17,280",18.0,30%,53 : 47,2022
Khalifa University,44.1–46.0,3790,31.5,435,36.9,265,51.9,721,100.0,3,92.1,84,"2,947",9.5,21%,57 : 43,2022
King Fahd University of Petroleum and Minerals,44.1–46.0,3800,25.8,670,22.4,601,77.9,319,74.2,163,77.6,235,"6,706",7.6,11%,1 : 99,2022
King Saud University,44.1–46.0,3810,26.1,647,27.8,443,70.9,417,82.6,110,82.3,177,"34,952",10.1,11%,53 : 47,2022
University of Klagenfurt,44.1–46.0,3820,29.0,522,17.7,794,74.6,369,36.8,1110,90.3,98,"3,173",9.0,25%,68 : 32,2022
Kurdistan University of Medical Sciences,44.1–46.0,3830,34.3,352,9.9,1423,100.0,9,36.4,1163,22.3,1430,"2,958",10.6,3%,51 : 49,2022
University of KwaZulu-Natal,44.1–46.0,3840,28.8,528,34.7,296,66.7,477,39.7,807,53.3,573,"37,005",30.6,3%,58 : 42,2022
University of Liège,44.1–46.0,3850,26.6,621,35.4,281,60.2,590,99.6,22,71.6,296,"21,160",25.7,21%,57 : 43,2022
Loughborough University,44.1–46.0,3860,32.0,418,33.6,313,61.1,579,38.6,906,86.6,144,"15,555",13.8,27%,42 : 58,2022
Mazandaran University of Medical Sciences,44.1–46.0,3870,40.5,205,11.3,1266,87.6,179,40.9,723,19.7,1531,"8,734",17.9,0%,58 : 42,2022
Nagoya University,44.1–46.0,3880,44.3,161,48.0,137,41.4,907,97.9,35,35.4,1012,"15,564",10.0,12%,30 : 70,2022
University of Galway,44.1–46.0,3890,27.6,578,31.9,351,66.7,478,48.8,420,81.5,186,"14,799",27.0,18%,58 : 42,2022
National Tsing Hua University,44.1–46.0,3900,36.2,300,46.0,154,50.0,759,70.7,190,42.9,812,"13,827",16.6,12%,41 : 59,2022
University of Oregon,44.1–46.0,3910,31.0,452,21.5,633,85.3,213,36.4,1166,35.3,1014,"22,034",10.5,8%,54 : 46,2022
University of Passau,44.1–46.0,3920,33.9,361,39.9,222,56.3,649,46.5,484,58.4,484,"9,915",76.6,13%,59 : 41,2022
University of Pavia,44.1–46.0,3930,36.8,282,28.1,435,72.4,398,46.5,485,46.7,713,"19,849",34.8,9%,57 : 43,2022
Politecnico di Milano,44.1–46.0,3940,34.4,348,39.2,229,57.8,625,80.1,122,60.8,443,"37,680",25.6,17%,34 : 66,2022
"Royal Holloway, University of London",44.1–46.0,3950,30.0,492,29.0,411,67.3,469,37.6,1026,91.8,87,"10,175",14.6,36%,57 : 43,2022
Shenzhen University,44.1–46.0,3960,22.3,903,26.0,497,89.4,152,53.6,335,36.7,988,"36,401",14.5,1%,47 : 53,2022
SUNY University at Albany,44.1–46.0,3970,25.2,710,22.7,585,84.3,228,43.5,586,49.9,636,"16,110",16.8,9%,55 : 45,2022
